Number,City,Gender,Age,Income,Illness
1820,Dallas,Male,54,64900,No
1821,Dallas,Male,50,47889,No
1822,Dallas,Male,64,68050,No
1823,Dallas,Female,60,34351,No
1824,Dallas,Male,50,36786,No
1825,Dallas,Male,37,41077,No
1826,Dallas,Female,59,8182,No
1827,Dallas,Female,58,38791,No
1828,Dallas,Male,41,54326,No
1829,Dallas,Female,31,33172,No
1830,Dallas,Female,50,41497,No
1831,Dallas,Male,48,63338,No
1832,Dallas,Female,50,33310,No
1833,Dallas,Male,44,38333,No
1834,Dallas,Female,34,28017,No
1835,Dallas,Male,51,55196,No
1836,Dallas,Male,30,59049,No
1837,Dallas,Female,33,47102,No
1838,Dallas,Male,59,50134,No
1839,Dallas,Female,55,38572,No
1840,Dallas,Female,56,44132,No
1841,Dallas,Male,26,59309,No
1842,Dallas,Male,44,53885,No
1843,Dallas,Female,34,36256,No
1844,Dallas,Female,44,52585,Yes
1845,Dallas,Female,43,53458,No
1846,Dallas,Female,64,54716,No
1847,Dallas,Female,38,44648,No
1848,Dallas,Male,32,54138,No
1849,Dallas,Female,53,37155,No
1850,Dallas,Male,50,65164,No
1851,Dallas,Female,42,36894,No
1852,Dallas,Female,62,33126,No
1853,Dallas,Female,59,42196,No
1854,Dallas,Male,33,47704,No
1855,Dallas,Female,51,35120,No
1856,Dallas,Male,26,44508,No
1857,Dallas,Male,35,32397,No
1858,Dallas,Male,60,48923,No
1859,Dallas,Male,33,40328,No
1860,Dallas,Male,59,40146,No
1861,Dallas,Male,60,56374,No
1862,Dallas,Male,49,29622,No
1863,Dallas,Female,61,34185,No
1864,Dallas,Male,40,64380,No
1865,Dallas,Female,43,36235,No
1866,Dallas,Male,63,43044,No
1867,Dallas,Male,56,60834,No
1868,Dallas,Female,58,41516,No
1869,Dallas,Male,41,46451,No
1870,Dallas,Male,33,61990,No
1871,Dallas,Male,25,34793,No
1872,Dallas,Male,60,45948,No
1873,Dallas,Male,41,41238,No
1874,Dallas,Male,58,55913,No
1875,Dallas,Female,33,41686,No
1876,Dallas,Female,61,48220,No
1877,Dallas,Female,61,44683,No
1878,Dallas,Female,39,36207,No
1879,Dallas,Female,54,48463,No
1880,Dallas,Female,50,42488,No
1881,Dallas,Male,62,76675,No
1882,Dallas,Female,48,29830,No
1883,Dallas,Male,63,54713,No
1884,Dallas,Male,52,42129,No
1885,Dallas,Male,27,33220,No
1886,Dallas,Male,60,71091,No
1887,Dallas,Male,56,43814,No
1888,Dallas,Male,59,43134,No
1889,Dallas,Female,37,52832,Yes
1890,Dallas,Male,32,66049,No
1891,Dallas,Male,54,57633,No
1892,Dallas,Male,33,51090,No
1893,Dallas,Female,39,60528,No
1894,Dallas,Female,52,30209,No
1895,Dallas,Female,50,31358,No
1896,Dallas,Female,63,34062,No
1897,Dallas,Male,41,46825,No
1898,Dallas,Male,57,59551,No
1899,Dallas,Male,42,54122,No
1900,Dallas,Male,41,34775,No
1901,Dallas,Male,33,38586,No
1902,Dallas,Female,26,42673,No
1903,Dallas,Female,47,42735,No
1904,Dallas,Female,43,35446,No
1905,Dallas,Female,60,36730,No
1906,Dallas,Female,40,55424,No
1907,Dallas,Female,61,56985,Yes
1908,Dallas,Female,65,35053,No
1909,Dallas,Male,34,48210,No
1910,Dallas,Male,39,41900,No
1911,Dallas,Female,61,38521,No
1912,Dallas,Male,49,43088,No
1913,Dallas,Male,60,46831,No
1914,Dallas,Male,32,43863,No
1915,Dallas,Male,39,57553,No
1916,Dallas,Female,39,40728,No
1917,Dallas,Female,41,33789,No
1918,Dallas,Male,49,44775,No
1919,Dallas,Male,43,43616,No
1920,Dallas,Female,28,42009,No
1921,Dallas,Male,63,57499,Yes
1922,Dallas,Male,60,23827,Yes
1923,Dallas,Female,57,44907,No
1924,Dallas,Male,63,38460,No
1925,Dallas,Female,54,39058,No
1926,Dallas,Male,29,43430,No
1927,Dallas,Female,40,42541,No
1928,Dallas,Male,55,36382,No
1929,Dallas,Male,31,57790,No
1930,Dallas,Female,41,33683,No
1931,Dallas,Female,30,17658,No
1932,Dallas,Female,59,39407,Yes
1933,Dallas,Male,64,57214,Yes
1934,Dallas,Female,26,46273,No
1935,Dallas,Female,51,40405,No
1936,Dallas,Female,25,44527,No
1937,Dallas,Male,45,54718,No
1938,Dallas,Female,27,38023,No
1939,Dallas,Male,27,60077,No
1940,Dallas,Female,41,38289,No
1941,Dallas,Female,61,18531,Yes
1942,Dallas,Male,59,49191,No
1943,Dallas,Male,63,38282,No
1944,Dallas,Male,39,67833,No
1945,Dallas,Male,27,43771,No
1946,Dallas,Male,50,39396,No
1947,Dallas,Male,54,58654,No
1948,Dallas,Male,28,50936,No
1949,Dallas,Female,47,38855,Yes
1950,Dallas,Male,43,31030,No
1951,Dallas,Female,30,38448,No
1952,Dallas,Male,54,37616,No
1953,Dallas,Female,25,20372,No
1954,Dallas,Female,26,39827,No
1955,Dallas,Male,51,53728,No
1956,Dallas,Female,28,47923,No
1957,Dallas,Male,57,49467,No
1958,Dallas,Female,43,59074,No
1959,Dallas,Male,43,54688,No
1960,Dallas,Male,61,43800,No
1961,Dallas,Male,48,74719,No
1962,Dallas,Male,36,41200,No
1963,Dallas,Female,37,49449,No
1964,Dallas,Male,34,61938,No
1965,Dallas,Female,44,45800,No
1966,Dallas,Female,48,26950,No
1967,Dallas,Male,27,69800,No
1968,Dallas,Male,28,62861,No
1969,Dallas,Female,44,47223,No
1970,Dallas,Male,43,52453,No
1971,Dallas,Male,29,55230,No
1972,Dallas,Female,47,41719,No
1973,Dallas,Female,47,32258,No
1974,Dallas,Male,37,50384,No
1975,Dallas,Male,50,47213,No
1976,Dallas,Female,33,43131,No
1977,Dallas,Female,31,51378,No
1978,Dallas,Male,53,59970,No
1979,Dallas,Female,40,48589,No
1980,Dallas,Female,53,56878,No
1981,Dallas,Male,29,47721,No
1982,Dallas,Male,30,35623,No
1983,Dallas,Male,54,44074,No
1984,Dallas,Male,49,57570,No
1985,Dallas,Female,45,38798,No
1986,Dallas,Male,59,36469,No
1987,Dallas,Male,33,50034,No
1988,Dallas,Male,29,45462,No
1989,Dallas,Female,28,23099,No
1990,Dallas,Male,27,34112,No
1991,Dallas,Female,51,43536,No
1992,Dallas,Male,42,44981,No
1993,Dallas,Male,50,45955,No
1994,Dallas,Female,43,15573,No
1995,Dallas,Female,51,39274,No
1996,Dallas,Female,47,51046,Yes
1997,Dallas,Male,40,53942,No
1998,Dallas,Female,34,39431,No
1999,Dallas,Male,37,39156,No
2000,Dallas,Male,26,46651,No
2001,Dallas,Female,64,29253,No
2002,Dallas,Male,29,41819,No
2003,Dallas,Male,27,56464,No
2004,Dallas,Female,42,35446,No
2005,Dallas,Male,56,39470,Yes
2006,Dallas,Female,40,27125,No
2007,Dallas,Female,59,31268,No
2008,Dallas,Male,50,37172,No
2009,Dallas,Female,46,40523,No
2010,Dallas,Male,56,61271,No
2011,Dallas,Female,64,26158,No
2012,Dallas,Male,60,56903,No
2013,Dallas,Female,63,32352,No
2014,Dallas,Female,63,28163,No
2015,Dallas,Male,30,36260,No
2016,Dallas,Male,54,54682,No
2017,Dallas,Male,60,44978,No
2018,Dallas,Male,36,69902,No
2019,Dallas,Male,51,44091,Yes
2020,Dallas,Male,41,58813,No
2021,Dallas,Male,56,53280,No
2022,Dallas,Male,50,54430,No
2023,Dallas,Male,25,63593,No
2024,Dallas,Male,61,53902,No
2025,Dallas,Female,36,55934,No
2026,Dallas,Female,49,41024,No
2027,Dallas,Male,38,56065,No
2028,Dallas,Female,35,54999,No
2029,Dallas,Male,26,36058,No
2030,Dallas,Female,57,38256,No
2031,Dallas,Male,48,47230,No
2032,Dallas,Female,39,37916,No
2033,Dallas,Male,48,54886,No
2034,Dallas,Male,57,46441,No
2035,Dallas,Male,42,55693,No
2036,Dallas,Male,50,42225,No
2037,Dallas,Female,40,20256,No
2038,Dallas,Female,59,49619,No
2039,Dallas,Female,44,38947,No
2040,Dallas,Female,39,32772,No
2041,Dallas,Male,28,29439,No
2042,Dallas,Female,55,58519,No
2043,Dallas,Female,36,29026,No
2044,Dallas,Female,43,41670,No
2045,Dallas,Female,27,40388,No
2046,Dallas,Male,42,51274,No
2047,Dallas,Female,34,54031,No
2048,Dallas,Female,25,51433,No
2049,Dallas,Male,62,65053,No
2050,Dallas,Male,28,49047,No
2051,Dallas,Male,42,66953,No
2052,Dallas,Male,58,55810,No
2053,Dallas,Male,31,41299,No
2054,Dallas,Male,52,55761,No
2055,Dallas,Male,56,56905,No
2056,Dallas,Male,43,54906,No
2057,Dallas,Female,31,45997,Yes
2058,Dallas,Female,61,28687,No
2059,Dallas,Male,30,52203,Yes
2060,Dallas,Female,43,49198,No
2061,Dallas,Female,30,35505,No
2062,Dallas,Male,34,68562,No
2063,Dallas,Female,37,30186,Yes
2064,Dallas,Male,59,59337,No
2065,Dallas,Female,39,43536,No
2066,Dallas,Male,46,48276,No
2067,Dallas,Male,30,49125,No
2068,Dallas,Female,51,30492,No
2069,Dallas,Female,36,35434,No
2070,Dallas,Female,53,52281,No
2071,Dallas,Female,48,42512,No
2072,Dallas,Female,32,50648,No
2073,Dallas,Male,59,50471,No
2074,Dallas,Female,51,36688,No
2075,Dallas,Female,59,23573,No
2076,Dallas,Male,41,54017,Yes
2077,Dallas,Male,48,47864,No
2078,Dallas,Male,36,54414,No
2079,Dallas,Male,40,47334,No
2080,Dallas,Female,59,43901,No
2081,Dallas,Male,29,44756,No
2082,Dallas,Male,40,48348,No
2083,Dallas,Male,42,50820,No
2084,Dallas,Male,31,47656,No
2085,Dallas,Female,32,45627,No
2086,Dallas,Male,48,60598,No
2087,Dallas,Male,55,28554,No
2088,Dallas,Male,60,59349,No
2089,Dallas,Male,26,41253,No
2090,Dallas,Female,27,38827,No
2091,Dallas,Female,62,46546,No
2092,Dallas,Male,25,41013,No
2093,Dallas,Male,52,59864,No
2094,Dallas,Male,54,65652,No
2095,Dallas,Female,64,43021,No
2096,Dallas,Male,43,49207,No
2097,Dallas,Female,52,37364,No
2098,Dallas,Male,57,40743,No
2099,Dallas,Female,51,38155,No
2100,Dallas,Male,46,54843,No
2101,Dallas,Female,55,49982,No
2102,Dallas,Male,38,43410,No
2103,Dallas,Female,44,54090,Yes
2104,Dallas,Female,50,49700,No
2105,Dallas,Male,60,55163,No
2106,Dallas,Male,44,63899,No
2107,Dallas,Female,47,46168,No
2108,Dallas,Male,38,47294,No
2109,Dallas,Female,29,53708,No
2110,Dallas,Female,61,30547,No
2111,Dallas,Female,51,53939,No
2112,Dallas,Male,61,50052,No
2113,Dallas,Female,43,39482,Yes
2114,Dallas,Female,50,45960,No
2115,Dallas,Female,34,36371,Yes
2116,Dallas,Male,37,47653,No
2117,Dallas,Male,38,54965,No
2118,Dallas,Male,56,39004,Yes
2119,Dallas,Female,56,4371,No
2120,Dallas,Female,62,65173,No
2121,Dallas,Male,56,40608,No
2122,Dallas,Male,61,55866,No
2123,Dallas,Female,33,30421,No
2124,Dallas,Female,34,42659,No
2125,Dallas,Female,31,44377,No
2126,Dallas,Female,34,37077,Yes
2127,Dallas,Male,41,39266,No
2128,Dallas,Male,35,44790,No
2129,Dallas,Male,33,66681,No
2130,Dallas,Female,49,16845,No
2131,Dallas,Male,39,52576,No
2132,Dallas,Male,47,48933,No
2133,Dallas,Male,58,54820,No
2134,Dallas,Male,39,53090,No
2135,Dallas,Female,30,37277,No
2136,Dallas,Male,30,40914,No
2137,Dallas,Male,55,44119,No
2138,Dallas,Female,31,14217,No
2139,Dallas,Male,55,50379,No
2140,Dallas,Male,45,67792,No
2141,Dallas,Male,59,26611,No
2142,Dallas,Male,33,56418,No
2143,Dallas,Male,59,37411,Yes
2144,Dallas,Female,52,54911,No
2145,Dallas,Female,28,16488,No
2146,Dallas,Female,49,40624,No
2147,Dallas,Male,53,38532,Yes
2148,Dallas,Female,51,38684,No
2149,Dallas,Female,60,33248,No
2150,Dallas,Female,43,38432,Yes
2151,Dallas,Female,63,41389,No
2152,Dallas,Male,33,61374,No
2153,Dallas,Male,57,57864,No
2154,Dallas,Male,30,35041,No
2155,Dallas,Female,35,15597,No
2156,Dallas,Female,64,37382,No
2157,Dallas,Female,57,30110,No
2158,Dallas,Female,55,24904,No
2159,Dallas,Male,55,56228,No
2160,Dallas,Female,39,48163,No
2161,Dallas,Male,46,31794,No
2162,Dallas,Female,46,51556,No
2163,Dallas,Male,52,40710,No
2164,Dallas,Male,62,65334,No
2165,Dallas,Male,54,39099,No
2166,Dallas,Female,25,35729,No
2167,Dallas,Female,34,42962,No
2168,Dallas,Male,32,41123,No
2169,Dallas,Male,59,68321,No
2170,Dallas,Female,53,49529,No
2171,Dallas,Female,28,48533,No
2172,Dallas,Male,61,53925,No
2173,Dallas,Female,64,33753,No
2174,Dallas,Male,43,53588,No
2175,Dallas,Male,25,53511,No
2176,Dallas,Male,55,44975,No
2177,Dallas,Male,65,45140,No
2178,Dallas,Female,54,57213,Yes
2179,Dallas,Female,28,36988,No
2180,Dallas,Female,49,35519,No
2181,Dallas,Male,60,55500,No
2182,Dallas,Male,31,51759,No
2183,Dallas,Female,44,48010,No
2184,Dallas,Male,64,46332,No
2185,Dallas,Male,33,45554,No
2186,Dallas,Male,41,50176,No
2187,Dallas,Male,58,43072,No
2188,Dallas,Female,49,40196,Yes
2189,Dallas,Male,47,52340,No
2190,Dallas,Male,58,54795,No
2191,Dallas,Female,30,39893,No
2192,Dallas,Female,63,40007,No
2193,Dallas,Male,37,58134,No
2194,Dallas,Female,43,50210,No
2195,Dallas,Male,41,53146,No
2196,Dallas,Female,33,47778,No
2197,Dallas,Male,27,59096,No
2198,Dallas,Male,62,46318,No
2199,Dallas,Female,29,27053,No
2200,Dallas,Male,26,32471,No
2201,Dallas,Male,53,58054,No
2202,Dallas,Male,54,51172,No
2203,Dallas,Male,65,47648,No
2204,Dallas,Male,42,42001,No
2205,Dallas,Female,56,41623,No
2206,Dallas,Female,32,38789,No
2207,Dallas,Male,51,47042,No
2208,Dallas,Male,33,51742,No
2209,Dallas,Male,60,53588,No
2210,Dallas,Male,43,59695,No
2211,Dallas,Male,49,51848,No
2212,Dallas,Female,63,19857,No
2213,Dallas,Female,31,36136,No
2214,Dallas,Male,44,43555,No
2215,Dallas,Male,54,64099,No
2216,Dallas,Male,53,47783,No
2217,Dallas,Male,63,42897,No
2218,Dallas,Female,63,26000,Yes
2219,Dallas,Female,61,39052,No
2220,Dallas,Male,65,51017,No
2221,Dallas,Male,26,39215,No
2222,Dallas,Male,49,61624,No
2223,Dallas,Female,62,47012,No
2224,Dallas,Female,27,56005,No
2225,Dallas,Male,28,44576,No
2226,Dallas,Male,44,57188,No
2227,Dallas,Male,62,56987,No
2228,Dallas,Male,26,47002,No
2229,Dallas,Male,36,58557,No
2230,Dallas,Male,38,70633,No
2231,Dallas,Female,35,37843,No
2232,Dallas,Female,61,43365,No
2233,Dallas,Female,26,39966,No
2234,Dallas,Female,44,57913,No
2235,Dallas,Female,60,52707,No
2236,Dallas,Male,59,41251,No
2237,Dallas,Female,41,61151,No
2238,Dallas,Male,48,66392,Yes
2239,Dallas,Male,59,42240,No
2240,Dallas,Male,60,54654,Yes
2241,Dallas,Female,57,31407,No
2242,Dallas,Male,46,52299,No
2243,Dallas,Male,60,44410,No
2244,Dallas,Male,42,46741,No
2245,Dallas,Female,62,34245,No
2246,Dallas,Male,40,42643,No
2247,Dallas,Male,37,35031,No
2248,Dallas,Female,53,27637,No
2249,Dallas,Female,63,32931,No
2250,Dallas,Female,54,54363,No
2251,Dallas,Female,56,31388,No
2252,Dallas,Female,25,34159,No
2253,Dallas,Female,31,47681,No
2254,Dallas,Female,30,45064,No
2255,Dallas,Male,40,34640,No
2256,Dallas,Female,26,51274,No
2257,Dallas,Male,44,56619,Yes
2258,Dallas,Female,57,41130,No
2259,Dallas,Male,37,49681,Yes
2260,Dallas,Male,47,39385,No
2261,Dallas,Male,33,50956,No
2262,Dallas,Male,50,61660,No
2263,Dallas,Female,48,45299,No
2264,Dallas,Male,47,50363,No
2265,Dallas,Female,35,35088,No
2266,Dallas,Male,28,70165,No
2267,Dallas,Female,63,22660,No
2268,Dallas,Female,39,55907,No
2269,Dallas,Male,42,46187,No
2270,Dallas,Male,33,50175,No
2271,Dallas,Male,26,48526,Yes
2272,Dallas,Male,60,49532,No
2273,Dallas,Male,61,59432,No
2274,Dallas,Male,31,52196,No
2275,Dallas,Male,57,45927,No
2276,Dallas,Female,57,43530,No
2277,Dallas,Male,49,44095,No
2278,Dallas,Female,32,26343,No
2279,Dallas,Female,60,41888,No
2280,Dallas,Female,35,39220,No
2281,Dallas,Female,58,46731,No
2282,Dallas,Male,57,50478,No
2283,Dallas,Male,25,47526,No
2284,Dallas,Male,63,43956,No
2285,Dallas,Female,45,53535,No
2286,Dallas,Female,59,43701,No
2287,Dallas,Male,58,46318,No
2288,Dallas,Male,40,46936,Yes
2289,Dallas,Male,54,36288,No
2290,Dallas,Male,57,58153,No
2291,Dallas,Female,61,29144,No
2292,Dallas,Female,62,48314,No
2293,Dallas,Female,55,42921,No
2294,Dallas,Female,52,36308,No
2295,Dallas,Female,27,28038,No
2296,Dallas,Male,41,55777,No
2297,Dallas,Female,27,50180,No
2298,Dallas,Female,45,55532,No
2299,Dallas,Female,57,39084,No
2300,Dallas,Female,29,48914,No
2301,Dallas,Female,62,43540,Yes
2302,Dallas,Female,31,48635,No
2303,Dallas,Male,51,58857,No
2304,Dallas,Female,43,22903,No
2305,Dallas,Male,59,58478,Yes
2306,Dallas,Female,60,44773,No
2307,Dallas,Male,58,48196,No
2308,Dallas,Male,55,59444,No
2309,Dallas,Male,34,46030,No
2310,Dallas,Male,58,72519,No
2311,Dallas,Female,34,45682,No
2312,Dallas,Male,52,45928,No
2313,Dallas,Female,31,18176,No
2314,Dallas,Female,54,45270,No
2315,Dallas,Female,45,36202,No
2316,Dallas,Female,32,45918,No
2317,Dallas,Male,45,62476,Yes
2318,Dallas,Female,64,35761,No
2319,Dallas,Male,43,56386,No
2320,Dallas,Male,50,49479,No
2321,Dallas,Male,56,35960,No
2322,Dallas,Male,40,66116,No
2323,Dallas,Female,49,37899,No
2324,Dallas,Male,29,46719,No
2325,Dallas,Female,35,40697,No
2326,Dallas,Female,34,49177,Yes
2327,Dallas,Male,40,58208,Yes
2328,Dallas,Female,30,49742,No
2329,Dallas,Male,32,44607,No
2330,Dallas,Female,58,47010,No
2331,Dallas,Male,51,51024,No
2332,Dallas,Male,41,55516,No
2333,Dallas,Female,61,41988,No
2334,Dallas,Female,60,54368,No
2335,Dallas,Male,27,45097,No
2336,Dallas,Female,36,35217,No
2337,Dallas,Female,42,30171,No
2338,Dallas,Male,28,52117,No
2339,Dallas,Male,33,53881,No
2340,Dallas,Female,38,44025,No
2341,Dallas,Male,63,45434,No
2342,Dallas,Female,41,25257,No
2343,Dallas,Male,33,67792,No
2344,Dallas,Male,38,63146,No
2345,Dallas,Female,36,34917,No
2346,Dallas,Male,58,50740,No
2347,Dallas,Female,37,22796,No
2348,Dallas,Male,33,40448,No
2349,Dallas,Male,57,52174,No
2350,Dallas,Female,45,42796,Yes
2351,Dallas,Male,52,47027,No
2352,Dallas,Female,64,46683,No
2353,Dallas,Female,58,43419,No
2354,Dallas,Male,57,52932,No
2355,Dallas,Male,38,52706,No
2356,Dallas,Male,53,65810,No
2357,Dallas,Female,39,45437,No
2358,Dallas,Female,46,60925,Yes
2359,Dallas,Female,34,45329,No
2360,Dallas,Male,57,45863,No
2361,Dallas,Female,41,46810,No
2362,Dallas,Male,53,47895,No
2363,Dallas,Male,30,32003,No
2364,Dallas,Female,62,57770,No
2365,Dallas,Female,35,42949,No
2366,Dallas,Male,30,39564,No
2367,Dallas,Female,58,25703,No
2368,Dallas,Female,47,32610,No
2369,Dallas,Female,42,41858,Yes
2370,Dallas,Female,30,31800,No
2371,Dallas,Male,33,41574,No
2372,Dallas,Female,46,35452,No
2373,Dallas,Male,38,42180,No
2374,Dallas,Male,56,41069,No
2375,Dallas,Female,35,32138,No
2376,Dallas,Female,36,23927,No
2377,Dallas,Male,26,54819,No
2378,Dallas,Male,32,28802,No
2379,Dallas,Male,65,67526,Yes
2380,Dallas,Female,38,41237,No
2381,Dallas,Female,58,48222,No
2382,Dallas,Female,34,41330,No
2383,Dallas,Male,59,59863,No
2384,Dallas,Male,64,66049,No
2385,Dallas,Male,34,50734,No
2386,Dallas,Male,47,50887,No
2387,Dallas,Female,62,45343,No
2388,Dallas,Male,62,25050,No
2389,Dallas,Female,25,42577,No
2390,Dallas,Female,31,59419,No
2391,Dallas,Female,37,38635,No
2392,Dallas,Male,25,60168,No
2393,Dallas,Female,60,42893,No
2394,Dallas,Male,40,41543,No
2395,Dallas,Male,45,33826,No
2396,Dallas,Male,41,53998,No
2397,Dallas,Female,35,41260,No
2398,Dallas,Female,44,43534,No
2399,Dallas,Female,48,55019,No
2400,Dallas,Female,39,38687,No
2401,Dallas,Male,54,25453,No
2402,Dallas,Female,46,46487,No
2403,Dallas,Male,36,58043,No
2404,Dallas,Female,55,41798,No
2405,Dallas,Male,40,46879,No
2406,Dallas,Male,55,60202,No
2407,Dallas,Male,38,62979,No
2408,Dallas,Male,41,71056,No
2409,Dallas,Male,42,62062,No
2410,Dallas,Male,44,49470,No
2411,Dallas,Male,58,43865,No
2412,Dallas,Male,39,46526,Yes
2413,Dallas,Female,27,75382,No
2414,Dallas,Female,58,33072,No
2415,Dallas,Female,64,23489,No
2416,Dallas,Female,34,51744,No
2417,Dallas,Male,57,56089,No
2418,Dallas,Male,58,56976,No
2419,Dallas,Female,39,32941,No
2420,Dallas,Male,26,61526,No
2421,Dallas,Male,41,49443,No
2422,Dallas,Male,57,59066,No
2423,Dallas,Male,51,53921,No
2424,Dallas,Female,36,34480,No
2425,Dallas,Female,45,38530,No
2426,Dallas,Male,38,35543,No
2427,Dallas,Female,54,35125,No
2428,Dallas,Male,61,63381,No
2429,Dallas,Male,64,47136,No
2430,Dallas,Female,46,32822,No
2431,Dallas,Male,48,42127,No
2432,Dallas,Female,47,37226,No
2433,Dallas,Female,48,38575,No
2434,Dallas,Male,34,53263,No
2435,Dallas,Male,33,64989,No
2436,Dallas,Male,41,46715,No
2437,Dallas,Female,37,38941,No
2438,Dallas,Female,40,51385,No
2439,Dallas,Female,55,30897,No
2440,Dallas,Male,36,38866,No
2441,Dallas,Male,42,43451,No
2442,Dallas,Female,40,36340,No
2443,Dallas,Male,64,35532,No
2444,Dallas,Male,46,77478,No
2445,Dallas,Female,60,46921,No
2446,Dallas,Male,40,53524,Yes
2447,Dallas,Male,35,45606,No
2448,Dallas,Female,59,34689,No
2449,Dallas,Male,57,45548,No
2450,Dallas,Male,32,70564,Yes
2451,Dallas,Male,50,59592,No
2452,Dallas,Female,31,46310,No
2453,Dallas,Male,41,45726,No
2454,Dallas,Male,56,39369,Yes
2455,Dallas,Male,61,47841,No
2456,Dallas,Female,51,49752,No
2457,Dallas,Male,41,35469,No
2458,Dallas,Male,61,63955,No
2459,Dallas,Female,29,41091,No
2460,Dallas,Female,59,28198,No
2461,Dallas,Male,61,52330,No
2462,Dallas,Female,64,51859,No
2463,Dallas,Female,50,17222,No
2464,Dallas,Male,32,43990,No
2465,Dallas,Male,34,49653,No
2466,Dallas,Female,58,46893,No
2467,Dallas,Female,43,30680,No
2468,Dallas,Female,59,35853,No
2469,Dallas,Female,37,51645,Yes
2470,Dallas,Male,47,40615,No
2471,Dallas,Female,27,33694,No
2472,Dallas,Female,26,29145,No
2473,Dallas,Female,45,58190,No
2474,Dallas,Male,51,37631,No
2475,Dallas,Male,35,67503,No
2476,Dallas,Female,61,38688,No
2477,Dallas,Female,54,30232,No
2478,Dallas,Female,40,51291,No
2479,Dallas,Female,34,28740,No
2480,Dallas,Male,47,54661,No
2481,Dallas,Female,29,48278,No
2482,Dallas,Male,37,49933,No
2483,Dallas,Male,38,45583,No
2484,Dallas,Male,30,49042,No
2485,Dallas,Male,29,44309,No
2486,Dallas,Male,39,60521,No
2487,Dallas,Male,53,48927,No
2488,Dallas,Female,33,57309,No
2489,Dallas,Female,50,53054,Yes
2490,Dallas,Female,38,43343,No
2491,Dallas,Female,31,25958,No
2492,Dallas,Male,37,73103,No
2493,Dallas,Male,65,58229,No
2494,Dallas,Female,63,37026,No
2495,Dallas,Male,37,44001,Yes
2496,Dallas,Female,53,46590,No
2497,Dallas,Female,33,37487,No
2498,Dallas,Male,47,33545,No
2499,Dallas,Male,49,42565,No
2500,Dallas,Male,39,60215,No
2501,Dallas,Female,27,58220,No
2502,Dallas,Male,27,63928,No
2503,Dallas,Male,57,52172,No
2504,Dallas,Female,65,38583,No
2505,Dallas,Male,53,52912,No
2506,Dallas,Male,54,43930,No
2507,Dallas,Male,45,49448,No
2508,Dallas,Male,42,55724,No
2509,Dallas,Male,47,45313,No
2510,Dallas,Male,35,53430,No
2511,Dallas,Male,59,61450,No
2512,Dallas,Male,57,43543,No
2513,Dallas,Male,53,47895,No
2514,Dallas,Male,49,54439,No
2515,Dallas,Female,32,33657,No
2516,Dallas,Female,54,42635,No
2517,Dallas,Male,27,46291,No
2518,Dallas,Female,48,46284,No
2519,Dallas,Male,60,75335,No
2520,Dallas,Female,47,42955,No
2521,Dallas,Female,40,46616,No
2522,Dallas,Female,57,30295,Yes
2523,Dallas,Male,60,47429,No
2524,Dallas,Female,36,8279,No
2525,Dallas,Male,31,53302,No
2526,Dallas,Male,27,50564,No
2527,Dallas,Female,27,24255,No
2528,Dallas,Female,27,21050,No
2529,Dallas,Female,59,46286,No
2530,Dallas,Male,34,44786,No
2531,Dallas,Male,29,60046,No
2532,Dallas,Male,51,59954,No
2533,Dallas,Male,26,40720,No
2534,Dallas,Male,44,51675,No
2535,Dallas,Male,60,45688,No
2536,Dallas,Male,34,47179,No
2537,Dallas,Female,45,20135,No
2538,Dallas,Female,65,55283,No
2539,Dallas,Female,54,44200,No
2540,Dallas,Male,27,43404,Yes
2541,Dallas,Female,48,53266,No
2542,Dallas,Male,61,54887,No
2543,Dallas,Male,63,54824,No
2544,Dallas,Male,33,49051,No
2545,Dallas,Female,39,39394,No
2546,Dallas,Male,54,45896,No
2547,Dallas,Female,47,49473,No
2548,Dallas,Female,59,59121,No
2549,Dallas,Female,63,32384,No
2550,Dallas,Male,57,37054,No
2551,Dallas,Male,60,47389,No
2552,Dallas,Female,56,32330,No
2553,Dallas,Female,52,50927,No
2554,Dallas,Female,34,58568,No
2555,Dallas,Female,63,58445,No
2556,Dallas,Female,30,29005,No
2557,Dallas,Male,26,41876,No
2558,Dallas,Female,61,22011,No
2559,Dallas,Male,61,47777,No
2560,Dallas,Male,55,59827,Yes
2561,Dallas,Male,64,67176,No
2562,Dallas,Female,64,44551,No
2563,Dallas,Female,46,26615,No
2564,Dallas,Male,37,50602,No
2565,Dallas,Female,46,27235,No
2566,Dallas,Male,28,38926,No
2567,Dallas,Male,37,47507,Yes
2568,Dallas,Female,58,38574,No
2569,Dallas,Male,33,45273,No
2570,Dallas,Female,52,20420,No
2571,Dallas,Male,63,64498,No
2572,Dallas,Male,31,25253,No
2573,Dallas,Female,55,37328,Yes
2574,Dallas,Female,38,43430,No
2575,Dallas,Male,29,59511,No
2576,Dallas,Female,30,51141,No
2577,Dallas,Female,54,42377,No
2578,Dallas,Male,39,34851,No
2579,Dallas,Male,59,44528,No
2580,Dallas,Male,65,65835,No
2581,Dallas,Male,34,41971,No
2582,Dallas,Male,63,43777,No
2583,Dallas,Male,34,41026,No
2584,Dallas,Male,34,56269,No
2585,Dallas,Female,40,39871,No
2586,Dallas,Female,27,27409,No
2587,Dallas,Female,43,44993,No
2588,Dallas,Female,35,41257,No
2589,Dallas,Male,46,51408,No
